,Capital,slippage,slippagePerCap,window_rolling,Y_threshold,max_hold_period,stopLossesPercent,takePercent,shift_param,time_barrier_param,result
291,100000,10,0.0001,414T,171.11111111111111,1275T,"{'BuyLossPercent': 0.008333333333333331, 'SellLossPercent': 0.008333333333333331}","{'SellTakePercent': 0.0022222222222222222, 'BuyTakePercent': 0.0022222222222222222}",414,1275,-0.9284
292,100000,10,0.0001,335T,10.0,1610T,"{'BuyLossPercent': 0.009555555555555553, 'SellLossPercent': 0.009555555555555553}","{'SellTakePercent': 0.009555555555555553, 'BuyTakePercent': 0.009555555555555553}",335,1610,-1.0007
293,100000,10,0.0001,610T,74.44444444444444,603T,"{'BuyLossPercent': 0.0034444444444444444, 'SellLossPercent': 0.0034444444444444444}","{'SellTakePercent': 0.0022222222222222222, 'BuyTakePercent': 0.0022222222222222222}",610,603,-0.9999
294,100000,10,0.0001,178T,267.77777777777777,2282T,"{'BuyLossPercent': 0.010777777777777777, 'SellLossPercent': 0.010777777777777777}","{'SellTakePercent': 0.010777777777777777, 'BuyTakePercent': 0.010777777777777777}",178,2282,-0.6548
295,100000,10,0.0001,296T,74.44444444444444,2450T,"{'BuyLossPercent': 0.012, 'SellLossPercent': 0.012}","{'SellTakePercent': 0.007111111111111111, 'BuyTakePercent': 0.007111111111111111}",296,2450,-0.9893
296,100000,10,0.0001,296T,138.88888888888889,1275T,"{'BuyLossPercent': 0.008333333333333331, 'SellLossPercent': 0.008333333333333331}","{'SellTakePercent': 0.004666666666666665, 'BuyTakePercent': 0.004666666666666665}",296,1275,-0.9654
297,100000,10,0.0001,375T,10.0,1778T,"{'BuyLossPercent': 0.010777777777777777, 'SellLossPercent': 0.010777777777777777}","{'SellTakePercent': 0.0034444444444444444, 'BuyTakePercent': 0.0034444444444444444}",375,1778,-0.999
298,100000,10,0.0001,414T,138.88888888888889,435T,"{'BuyLossPercent': 0.004666666666666665, 'SellLossPercent': 0.004666666666666665}","{'SellTakePercent': 0.012, 'BuyTakePercent': 0.012}",414,435,-0.996
299,100000,10,0.0001,571T,42.22222222222222,603T,"{'BuyLossPercent': 0.008333333333333331, 'SellLossPercent': 0.008333333333333331}","{'SellTakePercent': 0.0022222222222222222, 'BuyTakePercent': 0.0022222222222222222}",571,603,-0.9998
300,100000,10,0.0001,296T,171.11111111111111,267T,"{'BuyLossPercent': 0.009555555555555553, 'SellLossPercent': 0.009555555555555553}","{'SellTakePercent': 0.001, 'BuyTakePercent': 0.001}",296,267,-0.9314
301,100000,10,0.0001,414T,106.66666666666666,2114T,"{'BuyLossPercent': 0.0034444444444444444, 'SellLossPercent': 0.0034444444444444444}","{'SellTakePercent': 0.008333333333333331, 'BuyTakePercent': 0.008333333333333331}",414,2114,-1.0003
302,100000,10,0.0001,296T,138.88888888888889,1442T,"{'BuyLossPercent': 0.0022222222222222222, 'SellLossPercent': 0.0022222222222222222}","{'SellTakePercent': 0.0034444444444444444, 'BuyTakePercent': 0.0034444444444444444}",296,1442,-0.9995
303,100000,10,0.0001,296T,300.0,435T,"{'BuyLossPercent': 0.0022222222222222222, 'SellLossPercent': 0.0022222222222222222}","{'SellTakePercent': 0.005888888888888888, 'BuyTakePercent': 0.005888888888888888}",296,435,-0.9683
304,100000,10,0.0001,414T,10.0,1946T,"{'BuyLossPercent': 0.010777777777777777, 'SellLossPercent': 0.010777777777777777}","{'SellTakePercent': 0.005888888888888888, 'BuyTakePercent': 0.005888888888888888}",414,1946,-0.9993
305,100000,10,0.0001,335T,106.66666666666666,100T,"{'BuyLossPercent': 0.012, 'SellLossPercent': 0.012}","{'SellTakePercent': 0.012, 'BuyTakePercent': 0.012}",335,100,-1.0005
306,100000,10,0.0001,492T,42.22222222222222,435T,"{'BuyLossPercent': 0.007111111111111111, 'SellLossPercent': 0.007111111111111111}","{'SellTakePercent': 0.001, 'BuyTakePercent': 0.001}",492,435,-0.9999
307,100000,10,0.0001,178T,106.66666666666666,603T,"{'BuyLossPercent': 0.0022222222222222222, 'SellLossPercent': 0.0022222222222222222}","{'SellTakePercent': 0.0034444444444444444, 'BuyTakePercent': 0.0034444444444444444}",178,603,-0.9998
308,100000,10,0.0001,139T,106.66666666666666,1275T,"{'BuyLossPercent': 0.012, 'SellLossPercent': 0.012}","{'SellTakePercent': 0.005888888888888888, 'BuyTakePercent': 0.005888888888888888}",139,1275,-0.9437
309,100000,10,0.0001,335T,74.44444444444444,267T,"{'BuyLossPercent': 0.012, 'SellLossPercent': 0.012}","{'SellTakePercent': 0.007111111111111111, 'BuyTakePercent': 0.007111111111111111}",335,267,-0.9987
310,100000,10,0.0001,296T,74.44444444444444,2114T,"{'BuyLossPercent': 0.0022222222222222222, 'SellLossPercent': 0.0022222222222222222}","{'SellTakePercent': 0.001, 'BuyTakePercent': 0.001}",296,2114,-0.9999
