,TimeOpen,typeOperation,position,openPrice,openTime,stopLossBorder,halfTime,varianceRatioOpen,typeHolding,closePrice,CloseTime,pct_change
0,2022-04-27 17:17:01,SELL,-100000,132.533,3379.794915801,134.305,64,0.9596941262595508,lightCrossEmergent,132.52045312500002,2022-04-27 17:27:00,9.46698180828153e-05
1,2022-04-27 17:29:00,SELL,-100000,132.547,4099.151980940001,134.898,62,0.7249884352474923,endPeriod,132.451,2022-04-27 19:15:03,0.0007242713905256
2,2022-04-27 19:16:01,BUY,100000,132.482,10520.365502532,130.764,69,0.6352541204296029,lightCrossEmergent,132.46699999999998,2022-04-27 20:00:01,-0.0001132229283979
3,2022-04-27 20:01:00,SELL,-100000,132.491,13219.250640728,134.858,68,0.8870356400710465,endPeriod,132.542,2022-04-27 22:09:03,-0.0003849318066886
4,2022-04-27 22:10:04,BUY,100000,132.604,20963.066013767,129.047,59,0.569359884547756,lightCrossEmergent,132.567093220339,2022-04-27 22:41:02,-0.0002783232757761
5,2022-04-27 22:54:01,SELL,-100000,132.6,23600.394377056,136.664,57,0.8100261960123547,endPeriod,132.559,2022-04-28 00:04:00,0.0003092006033182
6,2022-04-28 00:05:00,BUY,100000,132.58,27859.641084346,130.344,55,0.8266967414543841,lightCrossEmergent,132.60098181818182,2022-04-28 00:14:08,0.0001582577928934
7,2022-04-28 00:30:00,SELL,-100000,132.614,29359.531224247,134.784,58,0.8344292009840052,endPeriod,132.785,2022-04-28 01:46:02,-0.0012894566184565
8,2022-04-28 02:33:01,BUY,100000,132.784,36740.409041807,128.842,95,0.973729004804454,lightCrossEmergent,132.80304736842103,2022-04-28 03:10:00,0.0001434462617562
