time,open,high,low,close,volume,average,barCount
2021-11-19 17:30:00,4700.75,4702.25,4695.0,4696.75,21634.0,4699.4,4633
2021-11-19 17:31:00,4696.75,4697.5,4693.25,4693.25,11554.0,4695.775,2984
2021-11-19 17:32:00,4693.5,4696.5,4693.25,4696.25,7553.0,4695.25,1920
2021-11-19 17:33:00,4696.0,4696.75,4692.25,4692.75,5412.0,4694.625,1401
2021-11-19 17:34:00,4693.0,4695.0,4691.5,4695.0,5903.0,4693.25,1537
2021-11-19 17:35:00,4695.0,4698.75,4694.75,4698.0,7335.0,4696.95,1804
2021-11-19 17:36:00,4698.0,4699.25,4696.0,4696.75,4067.0,4697.4,1359
2021-11-19 17:37:00,4696.75,4698.5,4696.25,4698.25,4136.0,4697.525,1089
2021-11-19 17:38:00,4698.25,4699.25,4696.25,4697.75,3228.0,4697.55,959
2021-11-19 17:39:00,4698.0,4699.75,4697.5,4698.25,2990.0,4698.6,960
2021-11-19 17:40:00,4698.5,4699.75,4695.75,4697.5,5966.0,4697.25,1527
2021-11-19 17:41:00,4697.5,4699.25,4697.25,4697.75,3952.0,4698.2,928
2021-11-19 17:42:00,4697.75,4700.0,4697.5,4697.75,3121.0,4698.6,846
2021-11-19 17:43:00,4698.0,4699.25,4697.5,4698.75,2059.0,4698.275,640
2021-11-19 17:44:00,4699.0,4701.5,4698.25,4701.5,2827.0,4699.7,884
2021-11-19 17:45:00,4701.25,4703.25,4701.25,4702.0,4600.0,4702.25,1322
2021-11-19 17:46:00,4702.0,4702.0,4697.0,4697.0,4803.0,4699.4,1195
2021-11-19 17:47:00,4697.0,4699.0,4696.5,4697.75,3251.0,4697.85,852
2021-11-19 17:48:00,4697.75,4700.25,4697.25,4699.75,3060.0,4698.75,850
2021-11-19 17:49:00,4699.5,4701.0,4698.75,4701.0,2665.0,4699.975,752
2021-11-19 17:50:00,4701.0,4701.75,4700.5,4700.75,3409.0,4701.175,727
2021-11-19 17:51:00,4700.75,4700.75,4698.25,4698.25,3005.0,4699.175,798
2021-11-19 17:52:00,4698.25,4700.75,4698.25,4700.25,2015.0,4699.7,547
2021-11-19 17:53:00,4700.25,4700.5,4698.5,4698.75,2114.0,4699.45,508
2021-11-19 17:54:00,4698.75,4701.75,4698.5,4701.5,2384.0,4700.475,667
2021-11-19 17:55:00,4701.25,4702.0,4700.25,4701.75,2492.0,4701.125,607
2021-11-19 17:56:00,4701.75,4703.25,4700.75,4702.75,3068.0,4702.1,813
2021-11-19 17:57:00,4702.5,4704.75,4702.5,4704.25,3263.0,4703.875,912
2021-11-19 17:58:00,4704.25,4706.75,4704.25,4706.25,6848.0,4705.925,1324
2021-11-19 17:59:00,4706.25,4706.75,4705.5,4706.25,4060.0,4706.15,892
2021-11-19 18:00:00,4706.25,4707.0,4702.75,4704.0,5575.0,4704.6,1369
2021-11-19 18:01:00,4704.0,4704.25,4702.5,4703.25,2894.0,4703.4,722
2021-11-19 18:02:00,4703.25,4703.25,4702.0,4702.75,2740.0,4702.725,702
2021-11-19 18:03:00,4703.0,4703.0,4701.0,4701.5,3406.0,4702.075,860
2021-11-19 18:04:00,4701.5,4701.5,4697.0,4697.5,6107.0,4699.05,1738
2021-11-19 18:05:00,4697.75,4699.0,4697.25,4698.75,4541.0,4698.1,1037
2021-11-19 18:06:00,4699.0,4699.0,4694.75,4697.0,6115.0,4696.225,1528
2021-11-19 18:07:00,4697.0,4699.25,4696.75,4698.75,3589.0,4698.075,923
2021-11-19 18:08:00,4698.75,4699.25,4697.25,4698.75,2694.0,4698.275,742
2021-11-19 18:09:00,4699.0,4700.0,4698.25,4698.5,2655.0,4699.15,681
2021-11-19 18:10:00,4698.5,4698.5,4695.5,4695.75,3512.0,4697.0,924
2021-11-19 18:11:00,4695.75,4698.0,4695.25,4697.75,2761.0,4696.875,825
2021-11-19 18:12:00,4697.75,4699.25,4697.25,4698.0,2626.0,4698.325,766
2021-11-19 18:13:00,4698.25,4699.0,4697.25,4698.75,1830.0,4698.225,569
2021-11-19 18:14:00,4699.0,4700.25,4698.5,4700.25,2523.0,4699.275,708
2021-11-19 18:15:00,4700.25,4700.75,4697.0,4697.25,3433.0,4698.875,978
2021-11-19 18:16:00,4697.5,4698.5,4696.5,4698.5,2350.0,4697.45,685
2021-11-19 18:17:00,4698.75,4700.75,4697.75,4699.0,2208.0,4699.35,642
2021-11-19 18:18:00,4699.0,4700.5,4698.5,4699.25,2122.0,4699.475,608
2021-11-19 18:19:00,4699.25,4701.0,4699.0,4700.0,1773.0,4700.125,540
2021-11-19 18:20:00,4700.0,4701.0,4697.75,4697.75,2013.0,4699.55,624
2021-11-19 18:21:00,4698.0,4700.0,4697.0,4699.5,2480.0,4698.55,622
2021-11-19 18:22:00,4699.75,4700.25,4698.5,4699.0,2034.0,4699.575,521
2021-11-19 18:23:00,4699.0,4699.75,4698.0,4699.75,1327.0,4698.925,419
2021-11-19 18:24:00,4699.75,4700.25,4697.75,4697.75,1536.0,4699.05,461
2021-11-19 18:25:00,4698.0,4699.0,4697.0,4697.25,1880.0,4697.925,470
2021-11-19 18:26:00,4697.25,4698.0,4694.5,4695.25,3619.0,4695.975,825
2021-11-19 18:27:00,4695.5,4695.75,4692.75,4694.0,4878.0,4693.825,1006
2021-11-19 18:28:00,4694.0,4695.75,4693.5,4694.5,2659.0,4694.65,675
2021-11-19 18:29:00,4694.75,4695.5,4693.0,4693.0,1957.0,4694.375,478
2021-11-19 18:30:00,4693.0,4694.75,4692.5,4693.5,3125.0,4693.625,780
2021-11-19 18:31:00,4693.5,4695.0,4693.5,4694.5,1441.0,4694.275,461
2021-11-19 18:32:00,4694.5,4697.0,4694.5,4696.0,2283.0,4695.9,658
2021-11-19 18:33:00,4696.0,4697.25,4696.0,4696.25,1571.0,4696.55,474
2021-11-19 18:34:00,4696.25,4697.0,4695.5,4697.0,2405.0,4696.425,494
2021-11-19 18:35:00,4696.75,4697.25,4695.5,4696.0,2434.0,4696.475,607
2021-11-19 18:36:00,4695.75,4696.75,4694.75,4696.75,1489.0,4695.7,376
2021-11-19 18:37:00,4696.5,4698.5,4696.5,4698.0,2081.0,4697.625,539
2021-11-19 18:38:00,4698.0,4699.5,4697.75,4698.75,2053.0,4698.7,544
2021-11-19 18:39:00,4698.5,4700.25,4698.5,4700.0,1734.0,4699.475,481
2021-11-19 18:40:00,4699.75,4700.75,4699.0,4699.25,1768.0,4699.775,499
2021-11-19 18:41:00,4699.25,4700.0,4699.25,4699.75,1313.0,4699.475,345
2021-11-19 18:42:00,4699.75,4702.25,4699.75,4702.0,3477.0,4701.425,824
2021-11-19 18:43:00,4701.75,4702.75,4701.25,4702.25,1981.0,4701.975,532
2021-11-19 18:44:00,4702.25,4702.75,4701.25,4701.75,1890.0,4702.05,539
2021-11-19 18:45:00,4701.5,4702.0,4699.0,4700.5,5111.0,4700.1,1282
2021-11-19 18:46:00,4700.25,4701.75,4699.25,4701.5,2579.0,4700.4,662
2021-11-19 18:47:00,4701.25,4702.25,4699.0,4699.0,2887.0,4700.55,782
2021-11-19 18:48:00,4699.0,4699.5,4697.75,4699.0,2319.0,4698.6,662
2021-11-19 18:49:00,4698.75,4700.25,4698.25,4700.25,1818.0,4699.3,514
2021-11-19 18:50:00,4700.25,4701.5,4699.25,4700.75,2273.0,4700.325,587
2021-11-19 18:51:00,4700.5,4701.75,4698.5,4699.25,2974.0,4700.1,732
2021-11-19 18:52:00,4699.0,4699.0,4696.5,4697.25,3281.0,4697.775,796
2021-11-19 18:53:00,4697.25,4697.5,4695.25,4697.0,2859.0,4696.45,710
2021-11-19 18:54:00,4696.75,4698.25,4696.75,4698.25,1580.0,4697.4,455
2021-11-19 18:55:00,4698.0,4700.5,4698.0,4700.25,2252.0,4699.15,579
2021-11-19 18:56:00,4700.25,4701.0,4698.75,4699.5,2199.0,4700.0,633
2021-11-19 18:57:00,4699.25,4700.0,4698.25,4698.5,1372.0,4699.075,391
2021-11-19 18:58:00,4698.5,4699.5,4697.5,4698.5,1604.0,4698.525,435
2021-11-19 18:59:00,4698.25,4700.0,4697.75,4698.0,2072.0,4698.875,490
2021-11-19 19:00:00,4698.0,4699.5,4697.5,4699.25,2286.0,4698.825,670
2021-11-19 19:01:00,4699.25,4700.5,4698.5,4700.0,1781.0,4699.675,435
2021-11-19 19:02:00,4700.0,4702.0,4699.75,4701.75,1661.0,4701.025,461
2021-11-19 19:03:00,4701.5,4702.0,4700.5,4701.75,1697.0,4701.275,410
