,Capital,slippage,slippagePerCap,window_rolling,Y_threshold,max_hold_period,stopLossesPercent,takePercent,shift_param,time_barrier_param,result
74,100000,10,0.0001,405T,250.0,361T,"{'BuyLossPercent': 0.006999999999999999, 'SellLossPercent': 0.006999999999999999}","{'SellTakePercent': 0.005, 'BuyTakePercent': 0.005}",405,361,-0.8054
75,100000,10,0.0001,466T,250.0,883T,"{'BuyLossPercent': 0.009999999999999998, 'SellLossPercent': 0.009999999999999998}","{'SellTakePercent': 0.004, 'BuyTakePercent': 0.004}",466,883,-0.6442
76,100000,10,0.0001,650T,100.0,1927T,"{'BuyLossPercent': 0.002, 'SellLossPercent': 0.002}","{'SellTakePercent': 0.002, 'BuyTakePercent': 0.002}",650,1927,-1.0
77,100000,10,0.0001,650T,250.0,1666T,"{'BuyLossPercent': 0.012, 'SellLossPercent': 0.012}","{'SellTakePercent': 0.009, 'BuyTakePercent': 0.009}",650,1666,-0.8754
78,100000,10,0.0001,527T,100.0,622T,"{'BuyLossPercent': 0.003, 'SellLossPercent': 0.003}","{'SellTakePercent': 0.009999999999999998, 'BuyTakePercent': 0.009999999999999998}",527,622,-0.9996
79,100000,10,0.0001,650T,100.0,1666T,"{'BuyLossPercent': 0.002, 'SellLossPercent': 0.002}","{'SellTakePercent': 0.006, 'BuyTakePercent': 0.006}",650,1666,-0.9999
80,100000,10,0.0001,650T,400.0,1666T,"{'BuyLossPercent': 0.006999999999999999, 'SellLossPercent': 0.006999999999999999}","{'SellTakePercent': 0.009, 'BuyTakePercent': 0.009}",650,1666,-0.3586
81,100000,10,0.0001,466T,250.0,2188T,"{'BuyLossPercent': 0.009999999999999998, 'SellLossPercent': 0.009999999999999998}","{'SellTakePercent': 0.002, 'BuyTakePercent': 0.002}",466,2188,-0.7211
82,100000,10,0.0001,161T,250.0,2188T,"{'BuyLossPercent': 0.004, 'SellLossPercent': 0.004}","{'SellTakePercent': 0.011, 'BuyTakePercent': 0.011}",161,2188,-0.8924
83,100000,10,0.0001,161T,250.0,883T,"{'BuyLossPercent': 0.006999999999999999, 'SellLossPercent': 0.006999999999999999}","{'SellTakePercent': 0.004, 'BuyTakePercent': 0.004}",161,883,-0.8246
84,100000,10,0.0001,527T,175.0,1144T,"{'BuyLossPercent': 0.001, 'SellLossPercent': 0.001}","{'SellTakePercent': 0.004, 'BuyTakePercent': 0.004}",527,1144,-0.9998
85,100000,10,0.0001,283T,400.0,361T,"{'BuyLossPercent': 0.006999999999999999, 'SellLossPercent': 0.006999999999999999}","{'SellTakePercent': 0.008, 'BuyTakePercent': 0.008}",283,361,-0.4187
86,100000,10,0.0001,283T,400.0,1666T,"{'BuyLossPercent': 0.009999999999999998, 'SellLossPercent': 0.009999999999999998}","{'SellTakePercent': 0.001, 'BuyTakePercent': 0.001}",283,1666,-0.6294
87,100000,10,0.0001,527T,400.0,2188T,"{'BuyLossPercent': 0.006, 'SellLossPercent': 0.006}","{'SellTakePercent': 0.012, 'BuyTakePercent': 0.012}",527,2188,-0.5746
88,100000,10,0.0001,100T,175.0,361T,"{'BuyLossPercent': 0.009999999999999998, 'SellLossPercent': 0.009999999999999998}","{'SellTakePercent': 0.011, 'BuyTakePercent': 0.011}",100,361,-0.9098
89,100000,10,0.0001,466T,250.0,2188T,"{'BuyLossPercent': 0.006999999999999999, 'SellLossPercent': 0.006999999999999999}","{'SellTakePercent': 0.003, 'BuyTakePercent': 0.003}",466,2188,-0.8381
90,100000,10,0.0001,466T,250.0,1666T,"{'BuyLossPercent': 0.012, 'SellLossPercent': 0.012}","{'SellTakePercent': 0.004, 'BuyTakePercent': 0.004}",466,1666,-0.7112
91,100000,10,0.0001,527T,250.0,1666T,"{'BuyLossPercent': 0.011, 'SellLossPercent': 0.011}","{'SellTakePercent': 0.012, 'BuyTakePercent': 0.012}",527,1666,-0.7419
92,100000,10,0.0001,100T,250.0,1144T,"{'BuyLossPercent': 0.008, 'SellLossPercent': 0.008}","{'SellTakePercent': 0.005, 'BuyTakePercent': 0.005}",100,1144,-0.5963
93,100000,10,0.0001,161T,400.0,2450T,"{'BuyLossPercent': 0.006, 'SellLossPercent': 0.006}","{'SellTakePercent': 0.004, 'BuyTakePercent': 0.004}",161,2450,-0.3695
94,100000,10,0.0001,100T,100.0,622T,"{'BuyLossPercent': 0.004, 'SellLossPercent': 0.004}","{'SellTakePercent': 0.002, 'BuyTakePercent': 0.002}",100,622,-0.998
95,100000,10,0.0001,466T,250.0,1144T,"{'BuyLossPercent': 0.001, 'SellLossPercent': 0.001}","{'SellTakePercent': 0.003, 'BuyTakePercent': 0.003}",466,1144,-0.9995
96,100000,10,0.0001,650T,175.0,2450T,"{'BuyLossPercent': 0.006999999999999999, 'SellLossPercent': 0.006999999999999999}","{'SellTakePercent': 0.006, 'BuyTakePercent': 0.006}",650,2450,-0.9835
97,100000,10,0.0001,588T,400.0,361T,"{'BuyLossPercent': 0.002, 'SellLossPercent': 0.002}","{'SellTakePercent': 0.009999999999999998, 'BuyTakePercent': 0.009999999999999998}",588,361,-0.9326
98,100000,10,0.0001,588T,325.0,2450T,"{'BuyLossPercent': 0.009, 'SellLossPercent': 0.009}","{'SellTakePercent': 0.002, 'BuyTakePercent': 0.002}",588,2450,-0.3323
99,100000,10,0.0001,283T,400.0,2188T,"{'BuyLossPercent': 0.006999999999999999, 'SellLossPercent': 0.006999999999999999}","{'SellTakePercent': 0.006999999999999999, 'BuyTakePercent': 0.006999999999999999}",283,2188,-0.4543
100,100000,10,0.0001,283T,400.0,361T,"{'BuyLossPercent': 0.011, 'SellLossPercent': 0.011}","{'SellTakePercent': 0.009, 'BuyTakePercent': 0.009}",283,361,-0.1729
101,100000,10,0.0001,405T,250.0,1405T,"{'BuyLossPercent': 0.002, 'SellLossPercent': 0.002}","{'SellTakePercent': 0.009999999999999998, 'BuyTakePercent': 0.009999999999999998}",405,1405,-0.9979
102,100000,10,0.0001,588T,250.0,1927T,"{'BuyLossPercent': 0.012, 'SellLossPercent': 0.012}","{'SellTakePercent': 0.011, 'BuyTakePercent': 0.011}",588,1927,-0.51
