,Capital,slippage,slippagePerCap,window_rolling,Y_threshold,max_hold_period,stopLossesPercent,takePercent,shift_param,time_barrier_param,variance_ratio_lookback,variance_ration_carette,result,total_pnl
185,100000,10,0.0001,639T,106.66666666666666,95T,"{'BuyLossPercent': 0.007333333333333334, 'SellLossPercent': 0.007333333333333334}","{'SellTakePercent': 0.035333333333333335, 'BuyTakePercent': 0.035333333333333335}",639,95,0 days 21:18:00,0 days 02:07:48,-1.0002,-414149.01527268015
186,100000,10,0.0001,846T,200.0,166T,"{'BuyLossPercent': 0.007333333333333334, 'SellLossPercent': 0.007333333333333334}","{'SellTakePercent': 0.035333333333333335, 'BuyTakePercent': 0.035333333333333335}",846,166,1 days 04:12:00,0 days 00:42:18,-0.9982,-152063.26714278545
187,100000,10,0.0001,587T,106.66666666666666,237T,"{'BuyLossPercent': 0.007333333333333334, 'SellLossPercent': 0.007333333333333334}","{'SellTakePercent': 0.022666666666666665, 'BuyTakePercent': 0.022666666666666665}",587,237,0 days 19:34:00,0 days 00:29:21,-0.9992,-183270.4090667836
188,100000,10,0.0001,70T,106.66666666666666,201T,"{'BuyLossPercent': 0.002, 'SellLossPercent': 0.002}","{'SellTakePercent': 0.022666666666666665, 'BuyTakePercent': 0.022666666666666665}",70,201,0 days 02:20:00,0 days 00:03:30,-1.0011,-183999.5461441608
189,100000,10,0.0001,898T,200.0,272T,"{'BuyLossPercent': 0.012666666666666666, 'SellLossPercent': 0.012666666666666666}","{'SellTakePercent': 0.048, 'BuyTakePercent': 0.048}",898,272,1 days 05:56:00,0 days 02:59:36,-1.001,-73058.88521521733
190,100000,10,0.0001,121T,153.33333333333331,130T,"{'BuyLossPercent': 0.018000000000000002, 'SellLossPercent': 0.018000000000000002}","{'SellTakePercent': 0.048, 'BuyTakePercent': 0.048}",121,130,0 days 04:02:00,0 days 00:06:03,-0.9819,-43314.315257138995
191,100000,10,0.0001,742T,200.0,130T,"{'BuyLossPercent': 0.012666666666666666, 'SellLossPercent': 0.012666666666666666}","{'SellTakePercent': 0.01, 'BuyTakePercent': 0.01}",742,130,1 days 00:44:00,0 days 00:37:06,-0.9934,-83661.93210345034
192,100000,10,0.0001,950T,106.66666666666666,414T,"{'BuyLossPercent': 0.007333333333333334, 'SellLossPercent': 0.007333333333333334}","{'SellTakePercent': 0.035333333333333335, 'BuyTakePercent': 0.035333333333333335}",950,414,1 days 07:40:00,0 days 00:47:30,-0.9999,-342302.6386914939
193,100000,10,0.0001,121T,153.33333333333331,60T,"{'BuyLossPercent': 0.007333333333333334, 'SellLossPercent': 0.007333333333333334}","{'SellTakePercent': 0.022666666666666665, 'BuyTakePercent': 0.022666666666666665}",121,60,0 days 04:02:00,0 days 00:24:12,-0.9977,-93500.66761141544
194,100000,10,0.0001,173T,106.66666666666666,379T,"{'BuyLossPercent': 0.018000000000000002, 'SellLossPercent': 0.018000000000000002}","{'SellTakePercent': 0.01, 'BuyTakePercent': 0.01}",173,379,0 days 05:46:00,0 days 00:08:39,-0.9488,-46106.95300734803
195,100000,10,0.0001,691T,60.0,60T,"{'BuyLossPercent': 0.012666666666666666, 'SellLossPercent': 0.012666666666666666}","{'SellTakePercent': 0.035333333333333335, 'BuyTakePercent': 0.035333333333333335}",691,60,0 days 23:02:00,0 days 00:34:33,-0.9999,-547874.8925221933
196,100000,10,0.0001,587T,200.0,379T,"{'BuyLossPercent': 0.007333333333333334, 'SellLossPercent': 0.007333333333333334}","{'SellTakePercent': 0.022666666666666665, 'BuyTakePercent': 0.022666666666666665}",587,379,0 days 19:34:00,0 days 00:29:21,-0.9743,-87526.31486002845
197,100000,10,0.0001,691T,153.33333333333331,237T,"{'BuyLossPercent': 0.012666666666666666, 'SellLossPercent': 0.012666666666666666}","{'SellTakePercent': 0.022666666666666665, 'BuyTakePercent': 0.022666666666666665}",691,237,0 days 23:02:00,0 days 02:18:12,-0.9921,-89393.47546035629
198,100000,10,0.0001,742T,153.33333333333331,308T,"{'BuyLossPercent': 0.002, 'SellLossPercent': 0.002}","{'SellTakePercent': 0.022666666666666665, 'BuyTakePercent': 0.022666666666666665}",742,308,1 days 00:44:00,0 days 02:28:24,-1.0,-1805915.3856269522
199,100000,10,0.0001,484T,106.66666666666666,166T,"{'BuyLossPercent': 0.018000000000000002, 'SellLossPercent': 0.018000000000000002}","{'SellTakePercent': 0.048, 'BuyTakePercent': 0.048}",484,166,0 days 16:08:00,0 days 00:24:12,-0.9894,-86250.28975503592
200,100000,10,0.0001,432T,60.0,308T,"{'BuyLossPercent': 0.007333333333333334, 'SellLossPercent': 0.007333333333333334}","{'SellTakePercent': 0.022666666666666665, 'BuyTakePercent': 0.022666666666666665}",432,308,0 days 14:24:00,0 days 00:21:36,-0.9995,-433612.0895606535
201,100000,10,0.0001,328T,153.33333333333331,379T,"{'BuyLossPercent': 0.012666666666666666, 'SellLossPercent': 0.012666666666666666}","{'SellTakePercent': 0.022666666666666665, 'BuyTakePercent': 0.022666666666666665}",328,379,0 days 10:56:00,0 days 01:05:36,-0.8988,-42156.54411261661
202,100000,10,0.0001,794T,60.0,237T,"{'BuyLossPercent': 0.002, 'SellLossPercent': 0.002}","{'SellTakePercent': 0.035333333333333335, 'BuyTakePercent': 0.035333333333333335}",794,237,1 days 02:28:00,0 days 00:39:42,-1.0,-9210539.030197334
203,100000,10,0.0001,432T,106.66666666666666,130T,"{'BuyLossPercent': 0.012666666666666666, 'SellLossPercent': 0.012666666666666666}","{'SellTakePercent': 0.035333333333333335, 'BuyTakePercent': 0.035333333333333335}",432,130,0 days 14:24:00,0 days 01:26:24,-0.9965,-167539.2838303672
204,100000,10,0.0001,121T,200.0,237T,"{'BuyLossPercent': 0.012666666666666666, 'SellLossPercent': 0.012666666666666666}","{'SellTakePercent': 0.022666666666666665, 'BuyTakePercent': 0.022666666666666665}",121,237,0 days 04:02:00,0 days 00:06:03,-0.8625,-25862.130949162183
205,100000,10,0.0001,846T,60.0,130T,"{'BuyLossPercent': 0.002, 'SellLossPercent': 0.002}","{'SellTakePercent': 0.048, 'BuyTakePercent': 0.048}",846,130,1 days 04:12:00,0 days 00:42:18,-1.0,-10578497.388358308
206,100000,10,0.0001,380T,153.33333333333331,201T,"{'BuyLossPercent': 0.018000000000000002, 'SellLossPercent': 0.018000000000000002}","{'SellTakePercent': 0.048, 'BuyTakePercent': 0.048}",380,201,0 days 12:40:00,0 days 00:19:00,-0.9893,-60572.911319222716
207,100000,10,0.0001,846T,200.0,95T,"{'BuyLossPercent': 0.018000000000000002, 'SellLossPercent': 0.018000000000000002}","{'SellTakePercent': 0.035333333333333335, 'BuyTakePercent': 0.035333333333333335}",846,95,1 days 04:12:00,0 days 00:42:18,-0.9941,-66283.62231332273
208,100000,10,0.0001,742T,106.66666666666666,343T,"{'BuyLossPercent': 0.018000000000000002, 'SellLossPercent': 0.018000000000000002}","{'SellTakePercent': 0.035333333333333335, 'BuyTakePercent': 0.035333333333333335}",742,343,1 days 00:44:00,0 days 02:28:24,-0.9989,-99803.83168869569
209,100000,10,0.0001,587T,60.0,130T,"{'BuyLossPercent': 0.007333333333333334, 'SellLossPercent': 0.007333333333333334}","{'SellTakePercent': 0.01, 'BuyTakePercent': 0.01}",587,130,0 days 19:34:00,0 days 01:57:24,-0.9997,-577473.7150605273
210,100000,10,0.0001,121T,200.0,450T,"{'BuyLossPercent': 0.007333333333333334, 'SellLossPercent': 0.007333333333333334}","{'SellTakePercent': 0.022666666666666665, 'BuyTakePercent': 0.022666666666666665}",121,450,0 days 04:02:00,0 days 00:24:12,-0.8954,-32022.994086328534
211,100000,10,0.0001,846T,153.33333333333331,308T,"{'BuyLossPercent': 0.007333333333333334, 'SellLossPercent': 0.007333333333333334}","{'SellTakePercent': 0.048, 'BuyTakePercent': 0.048}",846,308,1 days 04:12:00,0 days 00:42:18,-0.9929,-178243.87578662776
212,100000,10,0.0001,173T,200.0,60T,"{'BuyLossPercent': 0.002, 'SellLossPercent': 0.002}","{'SellTakePercent': 0.01, 'BuyTakePercent': 0.01}",173,60,0 days 05:46:00,0 days 00:34:36,-1.0007,-190218.83132829756
213,100000,10,0.0001,380T,200.0,414T,"{'BuyLossPercent': 0.007333333333333334, 'SellLossPercent': 0.007333333333333334}","{'SellTakePercent': 0.048, 'BuyTakePercent': 0.048}",380,414,0 days 12:40:00,0 days 01:16:00,-0.9411,-49986.16712992431
214,100000,10,0.0001,380T,106.66666666666666,201T,"{'BuyLossPercent': 0.018000000000000002, 'SellLossPercent': 0.018000000000000002}","{'SellTakePercent': 0.048, 'BuyTakePercent': 0.048}",380,201,0 days 12:40:00,0 days 01:16:00,-0.9994,-118930.67030774597
215,100000,10,0.0001,225T,153.33333333333331,308T,"{'BuyLossPercent': 0.002, 'SellLossPercent': 0.002}","{'SellTakePercent': 0.01, 'BuyTakePercent': 0.01}",225,308,0 days 07:30:00,0 days 00:11:15,-0.997,-355984.755495471
216,100000,10,0.0001,535T,153.33333333333331,343T,"{'BuyLossPercent': 0.002, 'SellLossPercent': 0.002}","{'SellTakePercent': 0.048, 'BuyTakePercent': 0.048}",535,343,0 days 17:50:00,0 days 00:26:45,-0.9989,-1043720.0297020315
217,100000,10,0.0001,535T,60.0,201T,"{'BuyLossPercent': 0.007333333333333334, 'SellLossPercent': 0.007333333333333334}","{'SellTakePercent': 0.048, 'BuyTakePercent': 0.048}",535,201,0 days 17:50:00,0 days 01:47:00,-0.9991,-394475.1618534132
218,100000,10,0.0001,587T,153.33333333333331,272T,"{'BuyLossPercent': 0.002, 'SellLossPercent': 0.002}","{'SellTakePercent': 0.01, 'BuyTakePercent': 0.01}",587,272,0 days 19:34:00,0 days 00:29:21,-0.9995,-1323854.8059323446
219,100000,10,0.0001,691T,153.33333333333331,95T,"{'BuyLossPercent': 0.018000000000000002, 'SellLossPercent': 0.018000000000000002}","{'SellTakePercent': 0.035333333333333335, 'BuyTakePercent': 0.035333333333333335}",691,95,0 days 23:02:00,0 days 00:34:33,-0.999,-149282.50666525986
220,100000,10,0.0001,691T,200.0,130T,"{'BuyLossPercent': 0.018000000000000002, 'SellLossPercent': 0.018000000000000002}","{'SellTakePercent': 0.01, 'BuyTakePercent': 0.01}",691,130,0 days 23:02:00,0 days 02:18:12,-0.9942,-52517.624777659796
221,100000,10,0.0001,173T,106.66666666666666,414T,"{'BuyLossPercent': 0.002, 'SellLossPercent': 0.002}","{'SellTakePercent': 0.035333333333333335, 'BuyTakePercent': 0.035333333333333335}",173,414,0 days 05:46:00,0 days 00:34:36,-0.9996,-443706.51573666907
222,100000,10,0.0001,639T,106.66666666666666,308T,"{'BuyLossPercent': 0.007333333333333334, 'SellLossPercent': 0.007333333333333334}","{'SellTakePercent': 0.01, 'BuyTakePercent': 0.01}",639,308,0 days 21:18:00,0 days 02:07:48,-0.9997,-312521.7555115216
223,100000,10,0.0001,742T,106.66666666666666,308T,"{'BuyLossPercent': 0.018000000000000002, 'SellLossPercent': 0.018000000000000002}","{'SellTakePercent': 0.022666666666666665, 'BuyTakePercent': 0.022666666666666665}",742,308,1 days 00:44:00,0 days 00:37:06,-0.9983,-120806.02776571448
224,100000,10,0.0001,950T,153.33333333333331,130T,"{'BuyLossPercent': 0.018000000000000002, 'SellLossPercent': 0.018000000000000002}","{'SellTakePercent': 0.048, 'BuyTakePercent': 0.048}",950,130,1 days 07:40:00,0 days 00:47:30,-0.9986,-118634.27608935745
225,100000,10,0.0001,639T,153.33333333333331,414T,"{'BuyLossPercent': 0.002, 'SellLossPercent': 0.002}","{'SellTakePercent': 0.01, 'BuyTakePercent': 0.01}",639,414,0 days 21:18:00,0 days 00:31:57,-0.9998,-1351981.3392979573
226,100000,10,0.0001,898T,200.0,308T,"{'BuyLossPercent': 0.018000000000000002, 'SellLossPercent': 0.018000000000000002}","{'SellTakePercent': 0.022666666666666665, 'BuyTakePercent': 0.022666666666666665}",898,308,1 days 05:56:00,0 days 00:44:54,-0.9616,-23981.336354100942
227,100000,10,0.0001,484T,200.0,414T,"{'BuyLossPercent': 0.012666666666666666, 'SellLossPercent': 0.012666666666666666}","{'SellTakePercent': 0.048, 'BuyTakePercent': 0.048}",484,414,0 days 16:08:00,0 days 00:24:12,-0.6767,-18360.999150786996
228,100000,10,0.0001,484T,153.33333333333331,379T,"{'BuyLossPercent': 0.002, 'SellLossPercent': 0.002}","{'SellTakePercent': 0.01, 'BuyTakePercent': 0.01}",484,379,0 days 16:08:00,0 days 01:36:48,-0.9984,-909925.528431252
229,100000,10,0.0001,173T,106.66666666666666,60T,"{'BuyLossPercent': 0.018000000000000002, 'SellLossPercent': 0.018000000000000002}","{'SellTakePercent': 0.022666666666666665, 'BuyTakePercent': 0.022666666666666665}",173,60,0 days 05:46:00,0 days 00:08:39,-0.9995,-184046.2031360253
230,100000,10,0.0001,225T,106.66666666666666,95T,"{'BuyLossPercent': 0.002, 'SellLossPercent': 0.002}","{'SellTakePercent': 0.01, 'BuyTakePercent': 0.01}",225,95,0 days 07:30:00,0 days 00:45:00,-0.9999,-918006.7423212314
231,100000,10,0.0001,70T,153.33333333333331,450T,"{'BuyLossPercent': 0.007333333333333334, 'SellLossPercent': 0.007333333333333334}","{'SellTakePercent': 0.022666666666666665, 'BuyTakePercent': 0.022666666666666665}",70,450,0 days 02:20:00,0 days 00:14:00,-0.6993,-12133.57997330016
232,100000,10,0.0001,639T,200.0,201T,"{'BuyLossPercent': 0.018000000000000002, 'SellLossPercent': 0.018000000000000002}","{'SellTakePercent': 0.01, 'BuyTakePercent': 0.01}",639,201,0 days 21:18:00,0 days 02:07:48,-0.9767,-40586.39531975568
233,100000,10,0.0001,380T,153.33333333333331,379T,"{'BuyLossPercent': 0.007333333333333334, 'SellLossPercent': 0.007333333333333334}","{'SellTakePercent': 0.035333333333333335, 'BuyTakePercent': 0.035333333333333335}",380,379,0 days 12:40:00,0 days 00:19:00,-0.9004,-44157.213931516155
234,100000,10,0.0001,328T,153.33333333333331,343T,"{'BuyLossPercent': 0.002, 'SellLossPercent': 0.002}","{'SellTakePercent': 0.048, 'BuyTakePercent': 0.048}",328,343,0 days 10:56:00,0 days 01:05:36,-0.9987,-500112.56064648303
235,100000,10,0.0001,587T,153.33333333333331,166T,"{'BuyLossPercent': 0.007333333333333334, 'SellLossPercent': 0.007333333333333334}","{'SellTakePercent': 0.035333333333333335, 'BuyTakePercent': 0.035333333333333335}",587,166,0 days 19:34:00,0 days 01:57:24,-0.9899,-187533.94254597713
236,100000,10,0.0001,173T,200.0,166T,"{'BuyLossPercent': 0.002, 'SellLossPercent': 0.002}","{'SellTakePercent': 0.01, 'BuyTakePercent': 0.01}",173,166,0 days 05:46:00,0 days 00:34:36,-1.001,-142898.73182942966
237,100000,10,0.0001,691T,153.33333333333331,308T,"{'BuyLossPercent': 0.012666666666666666, 'SellLossPercent': 0.012666666666666666}","{'SellTakePercent': 0.048, 'BuyTakePercent': 0.048}",691,308,0 days 23:02:00,0 days 00:34:33,-0.9974,-80285.04500128748
238,100000,10,0.0001,328T,60.0,272T,"{'BuyLossPercent': 0.007333333333333334, 'SellLossPercent': 0.007333333333333334}","{'SellTakePercent': 0.01, 'BuyTakePercent': 0.01}",328,272,0 days 10:56:00,0 days 00:16:24,-0.998,-312885.7519165087
239,100000,10,0.0001,639T,200.0,201T,"{'BuyLossPercent': 0.018000000000000002, 'SellLossPercent': 0.018000000000000002}","{'SellTakePercent': 0.035333333333333335, 'BuyTakePercent': 0.035333333333333335}",639,201,0 days 21:18:00,0 days 02:07:48,-0.9379,-25064.3337358202
240,100000,10,0.0001,225T,153.33333333333331,130T,"{'BuyLossPercent': 0.018000000000000002, 'SellLossPercent': 0.018000000000000002}","{'SellTakePercent': 0.035333333333333335, 'BuyTakePercent': 0.035333333333333335}",225,130,0 days 07:30:00,0 days 00:45:00,-0.9909,-52307.45259545977
241,100000,10,0.0001,225T,106.66666666666666,308T,"{'BuyLossPercent': 0.007333333333333334, 'SellLossPercent': 0.007333333333333334}","{'SellTakePercent': 0.01, 'BuyTakePercent': 0.01}",225,308,0 days 07:30:00,0 days 00:11:15,-0.9848,-118199.23802961655
242,100000,10,0.0001,846T,60.0,414T,"{'BuyLossPercent': 0.018000000000000002, 'SellLossPercent': 0.018000000000000002}","{'SellTakePercent': 0.048, 'BuyTakePercent': 0.048}",846,414,1 days 04:12:00,0 days 00:42:18,-1.0002,-95259.18389104193
243,100000,10,0.0001,794T,153.33333333333331,60T,"{'BuyLossPercent': 0.007333333333333334, 'SellLossPercent': 0.007333333333333334}","{'SellTakePercent': 0.01, 'BuyTakePercent': 0.01}",794,60,1 days 02:28:00,0 days 00:39:42,-0.9994,-309353.58572135604
244,100000,10,0.0001,484T,106.66666666666666,414T,"{'BuyLossPercent': 0.007333333333333334, 'SellLossPercent': 0.007333333333333334}","{'SellTakePercent': 0.035333333333333335, 'BuyTakePercent': 0.035333333333333335}",484,414,0 days 16:08:00,0 days 00:24:12,-0.9933,-144602.7129623894
245,100000,10,0.0001,950T,106.66666666666666,414T,"{'BuyLossPercent': 0.018000000000000002, 'SellLossPercent': 0.018000000000000002}","{'SellTakePercent': 0.048, 'BuyTakePercent': 0.048}",950,414,1 days 07:40:00,0 days 03:10:00,-0.9475,-40916.21470501282
246,100000,10,0.0001,328T,60.0,60T,"{'BuyLossPercent': 0.012666666666666666, 'SellLossPercent': 0.012666666666666666}","{'SellTakePercent': 0.035333333333333335, 'BuyTakePercent': 0.035333333333333335}",328,60,0 days 10:56:00,0 days 01:05:36,-1.0003,-392822.95586237893
247,100000,10,0.0001,432T,106.66666666666666,414T,"{'BuyLossPercent': 0.002, 'SellLossPercent': 0.002}","{'SellTakePercent': 0.035333333333333335, 'BuyTakePercent': 0.035333333333333335}",432,414,0 days 14:24:00,0 days 00:21:36,-0.9997,-1881506.5736906298
248,100000,10,0.0001,328T,106.66666666666666,130T,"{'BuyLossPercent': 0.012666666666666666, 'SellLossPercent': 0.012666666666666666}","{'SellTakePercent': 0.022666666666666665, 'BuyTakePercent': 0.022666666666666665}",328,130,0 days 10:56:00,0 days 01:05:36,-0.9991,-135028.63044223047
249,100000,10,0.0001,846T,200.0,414T,"{'BuyLossPercent': 0.007333333333333334, 'SellLossPercent': 0.007333333333333334}","{'SellTakePercent': 0.048, 'BuyTakePercent': 0.048}",846,414,1 days 04:12:00,0 days 02:49:12,-0.9574,-85531.79145298524
250,100000,10,0.0001,484T,106.66666666666666,414T,"{'BuyLossPercent': 0.012666666666666666, 'SellLossPercent': 0.012666666666666666}","{'SellTakePercent': 0.035333333333333335, 'BuyTakePercent': 0.035333333333333335}",484,414,0 days 16:08:00,0 days 01:36:48,-0.9916,-52456.284172394764
251,100000,10,0.0001,794T,200.0,414T,"{'BuyLossPercent': 0.012666666666666666, 'SellLossPercent': 0.012666666666666666}","{'SellTakePercent': 0.022666666666666665, 'BuyTakePercent': 0.022666666666666665}",794,414,1 days 02:28:00,0 days 00:39:42,-0.9815,-63613.65344393785
252,100000,10,0.0001,846T,106.66666666666666,450T,"{'BuyLossPercent': 0.018000000000000002, 'SellLossPercent': 0.018000000000000002}","{'SellTakePercent': 0.048, 'BuyTakePercent': 0.048}",846,450,1 days 04:12:00,0 days 02:49:12,-0.9395,-36870.83210763156
253,100000,10,0.0001,70T,106.66666666666666,201T,"{'BuyLossPercent': 0.002, 'SellLossPercent': 0.002}","{'SellTakePercent': 0.035333333333333335, 'BuyTakePercent': 0.035333333333333335}",70,201,0 days 02:20:00,0 days 00:03:30,-1.0012,-178729.35317565323
254,100000,10,0.0001,328T,106.66666666666666,272T,"{'BuyLossPercent': 0.002, 'SellLossPercent': 0.002}","{'SellTakePercent': 0.01, 'BuyTakePercent': 0.01}",328,272,0 days 10:56:00,0 days 00:16:24,-1.0001,-1460487.6112547428
255,100000,10,0.0001,950T,200.0,166T,"{'BuyLossPercent': 0.012666666666666666, 'SellLossPercent': 0.012666666666666666}","{'SellTakePercent': 0.022666666666666665, 'BuyTakePercent': 0.022666666666666665}",950,166,1 days 07:40:00,0 days 00:47:30,-0.9978,-81522.57889945747
256,100000,10,0.0001,691T,153.33333333333331,414T,"{'BuyLossPercent': 0.012666666666666666, 'SellLossPercent': 0.012666666666666666}","{'SellTakePercent': 0.035333333333333335, 'BuyTakePercent': 0.035333333333333335}",691,414,0 days 23:02:00,0 days 00:34:33,-0.858,-26317.471651297816
257,100000,10,0.0001,277T,153.33333333333331,379T,"{'BuyLossPercent': 0.002, 'SellLossPercent': 0.002}","{'SellTakePercent': 0.048, 'BuyTakePercent': 0.048}",277,379,0 days 09:14:00,0 days 00:13:51,-0.9966,-392838.51942345017
258,100000,10,0.0001,121T,60.0,343T,"{'BuyLossPercent': 0.018000000000000002, 'SellLossPercent': 0.018000000000000002}","{'SellTakePercent': 0.048, 'BuyTakePercent': 0.048}",121,343,0 days 04:02:00,0 days 00:24:12,-0.8693,-39021.37659920281
259,100000,10,0.0001,173T,200.0,95T,"{'BuyLossPercent': 0.002, 'SellLossPercent': 0.002}","{'SellTakePercent': 0.022666666666666665, 'BuyTakePercent': 0.022666666666666665}",173,95,0 days 05:46:00,0 days 00:34:36,-1.0006,-166475.16583390895
260,100000,10,0.0001,846T,106.66666666666666,450T,"{'BuyLossPercent': 0.012666666666666666, 'SellLossPercent': 0.012666666666666666}","{'SellTakePercent': 0.022666666666666665, 'BuyTakePercent': 0.022666666666666665}",846,450,1 days 04:12:00,0 days 00:42:18,-0.9925,-172688.181370221
261,100000,10,0.0001,846T,60.0,272T,"{'BuyLossPercent': 0.012666666666666666, 'SellLossPercent': 0.012666666666666666}","{'SellTakePercent': 0.048, 'BuyTakePercent': 0.048}",846,272,1 days 04:12:00,0 days 00:42:18,-1.0002,-450095.6062741873
262,100000,10,0.0001,846T,106.66666666666666,237T,"{'BuyLossPercent': 0.012666666666666666, 'SellLossPercent': 0.012666666666666666}","{'SellTakePercent': 0.01, 'BuyTakePercent': 0.01}",846,237,1 days 04:12:00,0 days 02:49:12,-1.0004,-211249.89335863086
263,100000,10,0.0001,432T,153.33333333333331,60T,"{'BuyLossPercent': 0.007333333333333334, 'SellLossPercent': 0.007333333333333334}","{'SellTakePercent': 0.022666666666666665, 'BuyTakePercent': 0.022666666666666665}",432,60,0 days 14:24:00,0 days 00:21:36,-0.9993,-207192.5089502765
264,100000,10,0.0001,691T,200.0,237T,"{'BuyLossPercent': 0.012666666666666666, 'SellLossPercent': 0.012666666666666666}","{'SellTakePercent': 0.022666666666666665, 'BuyTakePercent': 0.022666666666666665}",691,237,0 days 23:02:00,0 days 02:18:12,-0.9849,-68530.58864701257
265,100000,10,0.0001,535T,200.0,379T,"{'BuyLossPercent': 0.018000000000000002, 'SellLossPercent': 0.018000000000000002}","{'SellTakePercent': 0.035333333333333335, 'BuyTakePercent': 0.035333333333333335}",535,379,0 days 17:50:00,0 days 00:26:45,-0.7586,-16388.412760737527
266,100000,10,0.0001,121T,200.0,130T,"{'BuyLossPercent': 0.012666666666666666, 'SellLossPercent': 0.012666666666666666}","{'SellTakePercent': 0.048, 'BuyTakePercent': 0.048}",121,130,0 days 04:02:00,0 days 00:24:12,-0.9639,-35567.42938260964
267,100000,10,0.0001,380T,153.33333333333331,450T,"{'BuyLossPercent': 0.012666666666666666, 'SellLossPercent': 0.012666666666666666}","{'SellTakePercent': 0.01, 'BuyTakePercent': 0.01}",380,450,0 days 12:40:00,0 days 00:19:00,-0.981,-63799.66786701707
268,100000,10,0.0001,121T,153.33333333333331,237T,"{'BuyLossPercent': 0.018000000000000002, 'SellLossPercent': 0.018000000000000002}","{'SellTakePercent': 0.022666666666666665, 'BuyTakePercent': 0.022666666666666665}",121,237,0 days 04:02:00,0 days 00:06:03,-0.933,-24304.000596910162
269,100000,10,0.0001,277T,153.33333333333331,414T,"{'BuyLossPercent': 0.018000000000000002, 'SellLossPercent': 0.018000000000000002}","{'SellTakePercent': 0.01, 'BuyTakePercent': 0.01}",277,414,0 days 09:14:00,0 days 00:13:51,-0.92,-24819.89455425997
270,100000,10,0.0001,898T,200.0,166T,"{'BuyLossPercent': 0.002, 'SellLossPercent': 0.002}","{'SellTakePercent': 0.022666666666666665, 'BuyTakePercent': 0.022666666666666665}",898,166,1 days 05:56:00,0 days 00:44:54,-1.0,-1130143.0284177093
271,100000,10,0.0001,328T,106.66666666666666,201T,"{'BuyLossPercent': 0.007333333333333334, 'SellLossPercent': 0.007333333333333334}","{'SellTakePercent': 0.048, 'BuyTakePercent': 0.048}",328,201,0 days 10:56:00,0 days 00:16:24,-0.9895,-153653.12381202567
272,100000,10,0.0001,70T,200.0,95T,"{'BuyLossPercent': 0.002, 'SellLossPercent': 0.002}","{'SellTakePercent': 0.01, 'BuyTakePercent': 0.01}",70,95,0 days 02:20:00,0 days 00:03:30,-0.9978,-99635.26335446288
273,100000,10,0.0001,898T,60.0,379T,"{'BuyLossPercent': 0.002, 'SellLossPercent': 0.002}","{'SellTakePercent': 0.01, 'BuyTakePercent': 0.01}",898,379,1 days 05:56:00,0 days 00:44:54,-1.0,-10119646.04927521
274,100000,10,0.0001,950T,153.33333333333331,379T,"{'BuyLossPercent': 0.002, 'SellLossPercent': 0.002}","{'SellTakePercent': 0.022666666666666665, 'BuyTakePercent': 0.022666666666666665}",950,379,1 days 07:40:00,0 days 00:47:30,-1.0001,-2531609.916184669
275,100000,10,0.0001,121T,153.33333333333331,272T,"{'BuyLossPercent': 0.002, 'SellLossPercent': 0.002}","{'SellTakePercent': 0.035333333333333335, 'BuyTakePercent': 0.035333333333333335}",121,272,0 days 04:02:00,0 days 00:06:03,-1.0012,-169251.17208070008
276,100000,10,0.0001,173T,106.66666666666666,95T,"{'BuyLossPercent': 0.007333333333333334, 'SellLossPercent': 0.007333333333333334}","{'SellTakePercent': 0.01, 'BuyTakePercent': 0.01}",173,95,0 days 05:46:00,0 days 00:08:39,-1.002,-153335.6260215954
277,100000,10,0.0001,328T,200.0,450T,"{'BuyLossPercent': 0.007333333333333334, 'SellLossPercent': 0.007333333333333334}","{'SellTakePercent': 0.048, 'BuyTakePercent': 0.048}",328,450,0 days 10:56:00,0 days 00:16:24,-0.7493,-28955.55978763731
278,100000,10,0.0001,70T,106.66666666666666,60T,"{'BuyLossPercent': 0.002, 'SellLossPercent': 0.002}","{'SellTakePercent': 0.048, 'BuyTakePercent': 0.048}",70,60,0 days 02:20:00,0 days 00:14:00,-0.9993,-308447.4513302461
279,100000,10,0.0001,794T,60.0,308T,"{'BuyLossPercent': 0.018000000000000002, 'SellLossPercent': 0.018000000000000002}","{'SellTakePercent': 0.035333333333333335, 'BuyTakePercent': 0.035333333333333335}",794,308,1 days 02:28:00,0 days 00:39:42,-0.9959,-102359.98983816785
280,100000,10,0.0001,794T,106.66666666666666,130T,"{'BuyLossPercent': 0.007333333333333334, 'SellLossPercent': 0.007333333333333334}","{'SellTakePercent': 0.035333333333333335, 'BuyTakePercent': 0.035333333333333335}",794,130,1 days 02:28:00,0 days 00:39:42,-0.9987,-417306.35764289857
281,100000,10,0.0001,535T,60.0,60T,"{'BuyLossPercent': 0.012666666666666666, 'SellLossPercent': 0.012666666666666666}","{'SellTakePercent': 0.022666666666666665, 'BuyTakePercent': 0.022666666666666665}",535,60,0 days 17:50:00,0 days 00:26:45,-0.9994,-482068.21884472226
282,100000,10,0.0001,328T,60.0,130T,"{'BuyLossPercent': 0.002, 'SellLossPercent': 0.002}","{'SellTakePercent': 0.048, 'BuyTakePercent': 0.048}",328,130,0 days 10:56:00,0 days 01:05:36,-1.0001,-3230312.3464070526
